,id,scrape_id,host_id,host_since,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
0,1208229396139150589,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.80061,151.28829,5,1.0,2.0,3.0,$379.00,3,365,2,21,365,365,13.9,365.0,,t,3,3,3,3,08/12/24,11,11,4,4.64,4.91,5.0,4.91,4.73,4.73,4.55,t,194,194,0,0,4.23
497,4730376,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Woollahra,,-33.86032094,151.27608152623824,8,3.5,4.0,4.0,"$1,965.00",1,1125,1,7,3,1125,3.8,866.0,,t,3,22,22,22,08/12/24,37,1,0,4.46,4.43,4.35,4.46,4.41,4.92,4.16,t,179,179,0,0,0.33
1013,11047921,20241200000000.0,7409213,2013-10-07,f,237.0,354.0,"['email', 'phone', 'work_email']",t,t,Mosman,,-33.8316,151.24485,4,1.0,2.0,3.0,$257.00,1,1125,1,7,4,1125,3.7,871.1,,t,0,0,0,105,08/12/24,73,4,0,4.4,4.55,4.36,4.67,4.58,4.93,4.42,t,179,179,0,0,0.7
1174,12655535,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.8726,151.1963,4,2.0,2.0,2.0,$327.00,3,365,2,21,365,365,14.1,365.0,,t,11,39,67,342,08/12/24,134,7,2,4.49,4.66,4.56,4.36,4.46,4.81,4.4,t,194,194,0,0,1.28
1227,13085062,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.80066,151.28632,4,2.0,2.0,3.0,$360.00,15,1125,5,15,1125,1125,12.4,1125.0,,t,0,2,2,40,08/12/24,33,7,1,4.52,4.61,4.21,4.82,4.55,4.97,4.39,t,111,111,0,0,0.33
1233,13900863,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83147,151.21526,2,1.0,1.0,1.0,$148.00,15,1124,5,15,1125,1125,13.2,1125.0,,t,8,32,32,32,08/12/24,8,1,0,4.5,4.38,4.38,4.63,4.63,4.75,4.5,t,111,111,0,0,0.08
1249,13962753,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.84431,151.21046,4,2.0,2.0,3.0,$247.00,15,1124,5,15,1125,1125,12.2,1125.0,,t,9,36,40,121,08/12/24,15,5,0,4.33,4.33,4.33,3.2,4.33,4.87,4.0,t,111,111,0,0,0.16
1262,14029629,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86343,151.20786,2,1.0,1.0,1.0,$155.00,15,1125,5,15,1125,1125,12.7,1125.0,,t,11,35,65,156,08/12/24,25,5,0,3.92,4.0,3.68,4.36,4.24,4.92,3.88,t,111,111,0,0,0.25
1301,14187939,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87585,151.20418,5,2.0,2.0,3.0,$219.00,15,1124,3,15,1125,1125,11.5,1125.0,,t,5,13,16,87,08/12/24,31,6,0,4.48,4.68,4.42,4.35,4.52,4.87,4.42,t,111,111,0,0,0.31
1307,13624361,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.8686,151.20377,2,1.0,1.0,1.0,$155.00,15,1123,3,15,1125,1125,11.6,1125.0,,t,6,7,8,92,08/12/24,37,10,1,4.27,4.35,4.19,4.41,4.27,4.73,4.27,t,111,111,0,0,0.36
1342,14901257,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Mosman,,-33.82628,151.23187,2,1.0,1.0,1.0,$134.00,15,1125,5,15,1125,1125,11.7,1125.0,,t,15,19,31,91,08/12/24,13,3,1,4.38,4.31,4.23,4.15,4.69,4.69,4.31,t,111,111,0,0,0.13
1343,14902267,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83998,151.21991,2,1.0,1.0,1.0,$135.00,15,1125,5,15,1125,1125,14.4,1125.0,,t,0,0,0,68,08/12/24,14,0,0,4.43,4.79,4.5,4.43,4.29,4.79,4.21,t,111,111,0,0,0.14
1344,14902461,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Willoughby,,-33.82128,151.19359,2,1.0,1.0,1.0,$155.00,15,1125,5,15,1125,1125,12.5,1125.0,,t,0,1,21,111,08/12/24,8,0,0,5.0,5.0,4.75,4.25,4.25,5.0,4.5,t,111,111,0,0,0.1
1353,14917826,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.79881,151.28613,6,2.5,3.0,4.0,$308.00,15,1125,3,15,1125,1125,12.8,1125.0,,t,7,25,55,146,08/12/24,30,1,0,4.27,4.27,3.83,4.13,4.63,4.9,4.1,t,111,111,0,0,0.31
1354,14919920,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.8444131,151.2292032,4,1.0,2.0,3.0,$202.00,15,1125,3,15,1125,1125,12.3,1125.0,,t,6,14,15,235,08/12/24,25,15,2,4.56,4.6,4.56,4.44,4.64,4.92,4.76,t,111,111,0,0,0.26
1357,14953596,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.88067,151.21149,4,1.0,2.0,2.0,$269.00,15,1124,5,15,1125,1125,12.2,1125.0,,t,14,40,54,145,08/12/24,34,10,1,4.5,4.65,4.38,4.47,4.35,4.82,4.41,t,111,111,0,0,0.35
1359,14968400,20241200000000.0,279001183,2019-07-24,f,842.0,921.0,"['email', 'phone', 'work_email']",t,t,Manly,,-33.79631,151.28648,2,1.0,1.0,1.0,$298.00,3,365,2,21,365,365,13.9,365.0,,t,6,19,39,285,08/12/24,61,4,0,4.3,4.44,4.43,4.16,4.41,4.82,4.1,t,194,194,0,0,0.62
1416,14747108,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.82166,151.20374,2,1.0,1.0,1.0,$148.00,15,1125,3,15,1125,1125,12.8,1125.0,,t,6,36,66,156,08/12/24,20,3,0,4.75,4.9,4.7,4.75,4.9,4.85,4.7,t,111,111,0,0,0.2
1417,14748875,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.86344,151.20787,2,1.0,1.0,1.0,$155.00,15,1125,3,15,1125,1125,12.6,1125.0,,t,20,41,71,162,08/12/24,21,9,2,4.05,3.95,3.95,4.14,4.14,4.67,4.0,t,111,111,0,0,0.22
1429,14809941,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.83711,151.20505,4,2.0,2.0,3.0,$202.00,15,1125,5,15,1125,1125,13.6,1125.0,,t,7,15,36,127,08/12/24,14,2,1,3.86,4.07,4.07,4.29,4.21,4.36,3.71,t,111,111,0,0,0.14
1430,14826645,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,North Sydney,,-33.8344,151.20038,4,,2.0,,,15,1125,5,15,1125,1125,13.4,1125.0,,t,3,4,4,4,08/12/24,6,1,0,4.17,4.33,4.33,4.33,4.0,4.83,3.83,t,111,111,0,0,0.06
1432,14828038,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Mosman,,-33.82763,151.25128,4,1.0,2.0,3.0,$202.00,15,1125,5,15,1125,1125,11.0,1125.0,,t,1,16,16,79,08/12/24,36,4,0,4.44,4.56,4.42,4.28,4.61,4.97,4.42,t,111,111,0,0,0.36
1447,14900964,20241200000000.0,15739069,2014-05-19,f,115.0,120.0,"['email', 'phone', 'work_email']",t,t,Sydney,,-33.87173,151.20465,3,1.0,1.0,2.0,$141.00,15,1125,3,15,1125,1125,12.2,1125.0,,t,11,29,40,124,08/12/24,17,8,2,4.0,4.18,3.65,4.18,4.41,4.82,4.12,t,111,111,0,0,0.19
